recommendation_id,parcel_id,county,recommendation_timestamp_utc,recommended_crop_id,recommended_crop_name,confidence_score,rationale_en,season_window,practice_notes,model_version,source
42ecf13d-5be4-401e-9da9-76ee40c7bea4,eb5e16bb-9a86-4e31-ad32-d730919f6a18,Siaya,2025-11-13T21:55:13.077282Z,9635c2ab-704b-4d30-8bbe-57b3f1602c85,Rice,1.0,Recommended Rice for Siaya due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
4a0740d0-c8a2-4922-a5dd-5cf5c719b8de,c1dcfe71-5fde-47bc-957b-3592a7aa3938,Samburu,2025-11-09T21:55:13.079174Z,191a947c-3e17-4ea7-8e92-388f32c1da42,Arrowroot,0.927,Recommended Arrowroot for Samburu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
5b32051f-65f5-4f85-8101-97938a7148b7,7a5cbe67-ca33-430e-92f1-8dbdac75807f,West Pokot,2025-11-19T21:55:13.080525Z,be4ff7a9-d4a2-4d05-85af-dc0b6e9c77ce,Beans,0.908,Recommended Beans for West Pokot due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2f85bc62-2922-447e-807b-ab902f576877,b9b055c2-4b5a-4df7-9618-83998b7654cb,Baringo,2025-11-20T21:55:13.081537Z,191a947c-3e17-4ea7-8e92-388f32c1da42,Arrowroot,0.823,Recommended Arrowroot for Baringo due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
57499259-a369-42f6-9a10-f8d55f3e6425,4fe87dcb-fd5f-42e7-b483-ea33e4e84179,Isiolo,2025-11-26T21:55:13.082445Z,5be26f0b-4848-4fc9-a959-f3dee68a586c,Sorghum,0.9,Recommended Sorghum for Isiolo due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2f1d4622-27df-48c3-9d26-441ae5c8c9b9,a74c3459-3460-45da-bb56-dcb7866e686b,Busia,2025-10-31T21:55:13.083349Z,879c2852-6d58-4a80-a7cd-a0f6fc05885f,Beans,0.645,Recommended Beans for Busia due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
802b4fd5-7edf-4c7e-b00e-fcb9be8e33d2,fb27d578-34b0-47a6-bc24-0a1e487e04ec,Embu,2025-11-03T21:55:13.084232Z,6c2710ee-9b8a-49fa-8952-a20a62693b60,Rice,0.966,Recommended Rice for Embu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
3c53bbc6-5079-4d8c-9112-c720ba81539c,ff9bb6f6-7de6-40be-adf8-17eff9c3fa03,Kericho,2025-11-23T21:55:13.085133Z,1d85ce8b-7812-42d6-ade6-e8d7ac64b4f2,Millet,0.642,Recommended Millet for Kericho due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
3006f3cb-8dcb-4781-8beb-4da43634ddab,25ee1aed-dbce-43b6-948c-ae8621887d47,Isiolo,2025-11-02T21:55:13.086018Z,b377eb42-c28b-4bba-94df-b3bd0b0a8844,Beans,0.773,Recommended Beans for Isiolo due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
62cb664b-b12b-4a9a-9e28-6eaa83ccd6f7,2dc9d826-ad6e-4d6b-a3bb-e7e84624e768,Tharaka Nithi,2025-11-22T21:55:13.086904Z,9c0dde59-543b-432a-96f0-2a9ce61885e0,Millet,0.899,Recommended Millet for Tharaka Nithi due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c6d8334d-e87e-4c22-aa35-d8d67ae0fcf2,1dc2a942-7102-49c9-84d4-a18dc2e92ca9,Kiambu,2025-11-12T21:55:13.087782Z,986778f8-da3b-4519-bc43-a3b690a4a63d,Cassava,0.8,Recommended Cassava for Kiambu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2da702c6-d9d9-456d-be01-911e65ba4f9e,0a99b833-3e4f-4fe0-845a-1024d8ff2657,Kajiado,2025-11-11T21:55:13.088654Z,ee45a610-4d23-4e5c-93d4-d3fc46867b98,Millet,0.858,Recommended Millet for Kajiado due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
9585fdb7-7a28-49f2-a0c4-db7862aa7b7c,ee8ba25c-7251-4919-9cb4-884247d04e12,Mbeere,2025-11-27T21:55:13.089549Z,8c1f86f2-db0f-4ecd-901f-6926a72b364a,Beans,0.625,Recommended Beans for Mbeere due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
ee91bc23-4dd2-414b-932e-fa10683d78ba,4e06599d-4c06-4529-adf7-c50c520c4e22,Nyandarua,2025-11-07T21:55:13.090431Z,87f47a5c-f9ca-423e-9d4d-68e9e639c570,Rice,0.605,Recommended Rice for Nyandarua due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
217964b7-585e-48cc-a815-e9f3b64d3509,50188bb6-77a9-4d19-8e01-e7d9fed937a6,Kisumu,2025-11-05T21:55:13.091353Z,76222038-7d0c-4fb8-adef-7b27e9b966b8,Arrowroot,1.0,Recommended Arrowroot for Kisumu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c56d788c-1f66-436f-afbd-28078be04de4,d8a6d32b-67bb-4404-b4c1-5bd08334caa9,Murang'a,2025-11-24T21:55:13.092235Z,793aca54-c291-49bb-8b50-2b76d3c563ae,Arrowroot,0.614,Recommended Arrowroot for Murang'a due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
b6e4a3fd-0e0a-4f47-b497-81362f8360ee,47a427ed-005f-4cf3-82f4-c1eb58d739e5,Nairobi,2025-11-05T21:55:13.093135Z,879c2852-6d58-4a80-a7cd-a0f6fc05885f,Beans,0.776,Recommended Beans for Nairobi due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
e7244344-9afe-491d-8153-f0392324a45d,6ed146fc-4238-4e07-a490-202a84fe31ff,Wajir,2025-11-02T21:55:13.094319Z,1d85ce8b-7812-42d6-ade6-e8d7ac64b4f2,Millet,0.639,Recommended Millet for Wajir due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
0eeaffd4-babd-41b1-af2d-036e21e3af6b,29107b10-f075-4132-a5d9-01d972dc252b,Meru,2025-10-30T21:55:13.096723Z,87f47a5c-f9ca-423e-9d4d-68e9e639c570,Rice,0.707,Recommended Rice for Meru due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
1309a027-f8bc-4b86-bb14-a3da2ef4aa92,a73a9c9f-7c5b-4aba-939a-4051509ebd16,Vihiga,2025-11-04T21:55:13.098066Z,b14eadf0-5f9e-44b7-ac6e-749db03fb610,Finger Millet,0.935,Recommended Finger Millet for Vihiga due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
a9eff572-cf60-4714-b7d1-5d2d08bc5e67,70f96e92-2705-4cc9-86f6-38fd90857a61,Lamu,2025-11-10T21:55:13.099066Z,40eef3bc-1dc8-4f3f-8d61-4810568949ae,Cassava,0.632,Recommended Cassava for Lamu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2735b8fc-c8a3-4903-9c66-d41c2d2d8bae,1cce36d4-9b85-492e-b8fc-7cbdf689202a,Kisumu,2025-11-12T21:55:13.099980Z,be4ff7a9-d4a2-4d05-85af-dc0b6e9c77ce,Beans,0.75,Recommended Beans for Kisumu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
0af52513-919f-4b00-b5e1-b8dfb226d765,ab7acdaa-170f-4cd6-8b14-6fc2fa8aecb7,Kakamega,2025-11-17T21:55:13.100888Z,8c1f86f2-db0f-4ecd-901f-6926a72b364a,Beans,0.775,Recommended Beans for Kakamega due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
147aeaae-5a32-48df-90e3-2b0ab229c92c,a0876a9a-1251-4883-ad80-6fb4970909af,Bungoma,2025-11-06T21:55:13.101777Z,86c32058-45b7-4757-b983-b594165695ff,Maize,0.877,Recommended Maize for Bungoma due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
931559be-003c-42d1-b949-94472bf4f765,e9d0ad22-6698-4b5e-8bd2-66c2dd5d552a,Busia,2025-11-05T21:55:13.102681Z,b1b3c450-8dcc-4366-badd-87979d4dbf7b,Millet,0.913,Recommended Millet for Busia due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
ebea7e43-c845-47f7-857c-660cd57fd950,2a215554-9cd4-45d0-b359-fd23be133545,Kakamega,2025-11-19T21:55:13.103570Z,986778f8-da3b-4519-bc43-a3b690a4a63d,Cassava,0.677,Recommended Cassava for Kakamega due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
6f14d6c6-15a4-4322-b839-3aaf05058c2a,c38fd3b4-67e7-4604-b348-fb721302b3b5,Vihiga,2025-10-28T21:55:13.104466Z,67b51e21-3e9f-416f-bf20-ced4143e1f5a,Finger Millet,0.909,Recommended Finger Millet for Vihiga due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
eaca8788-97e0-447d-9676-8c7ab1199f7c,25351072-2695-4430-9a2b-0f5134bc98cb,Laikipia,2025-11-15T21:55:13.105349Z,30eeb125-c686-4bb4-b4ff-b5ada7328ffd,Finger Millet,0.856,Recommended Finger Millet for Laikipia due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
4941763d-92b1-41e9-9d15-95413dc09123,005f5097-6461-4527-945f-ad4807dd7f9a,Kwale,2025-11-21T21:55:13.106247Z,e61ffe53-a8eb-4a69-939f-399714ca64dc,Finger Millet,0.952,Recommended Finger Millet for Kwale due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2db5c425-14f3-439c-acfa-a1a5d359d6e0,6e75015d-1e5c-4aee-908b-2e8c66a73041,Nyamira,2025-11-27T21:55:13.107138Z,c71ae4e3-4c41-471d-a07d-90d38d2bb59b,Cassava,0.835,Recommended Cassava for Nyamira due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
761f6b0e-6643-4b77-b407-818f4fccd7e9,18c16f00-0014-4ae9-bed3-9cb0b83ce1ce,West Pokot,2025-11-20T21:55:13.108027Z,ee25f4a4-bb50-477b-a832-3945e0b0bf6e,Cassava,0.603,Recommended Cassava for West Pokot due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
fede2d65-d744-4654-81d3-f7461b2bfe2a,e39def1d-b7a2-442c-a47b-a27204907166,Bungoma,2025-11-21T21:55:13.108957Z,98e0d2a8-872f-4b73-990e-a3e672bf9db6,Arrowroot,0.649,Recommended Arrowroot for Bungoma due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
f502f888-bea6-44b9-8616-b792b20fc4d9,f3936770-f083-47c4-bfdb-1316a5ad6fd8,Kisii,2025-11-15T21:55:13.109850Z,67b51e21-3e9f-416f-bf20-ced4143e1f5a,Finger Millet,0.733,Recommended Finger Millet for Kisii due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
f6835dc7-43cd-4ebd-8cff-b4b9069b06ef,2f7cedce-a914-434a-8c49-65ba0480b20b,Kiambu,2025-11-20T21:55:13.110928Z,41385bcd-f7dc-4438-9afa-4da646bdf24a,Beans,0.684,Recommended Beans for Kiambu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
36cfd6e6-054e-4df3-9927-cb81e1da8649,fa4d0e90-15f8-4dcc-86ec-cf2a3ae2ea67,West Pokot,2025-11-20T21:55:13.112187Z,5be26f0b-4848-4fc9-a959-f3dee68a586c,Sorghum,0.819,Recommended Sorghum for West Pokot due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
69923d6b-4fb5-4da0-8662-738df0cbfc53,209ca66a-f69e-4041-8e69-bd9ae7671807,Kiambu,2025-11-22T21:55:13.113427Z,b1b3c450-8dcc-4366-badd-87979d4dbf7b,Millet,0.644,Recommended Millet for Kiambu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c52d8def-2138-4a60-9af8-07bbf71471af,bf12758d-3417-4718-8b4a-abdec271f99e,Kisii,2025-11-06T21:55:13.114467Z,b177dc83-ac9e-4cae-96ac-2931af79dc77,Maize,0.865,Recommended Maize for Kisii due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
6e690e77-5a42-455f-a28b-376d3b0fe5db,187da3c8-d8db-45a7-bc14-fa6b04790cc9,Kiambu,2025-11-25T21:55:13.115428Z,b14eadf0-5f9e-44b7-ac6e-749db03fb610,Finger Millet,0.67,Recommended Finger Millet for Kiambu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
7cabee0d-4c80-4e38-800c-fece789ab07b,bc9ca2fd-5191-409d-bc22-2b54443198fb,Nakuru,2025-11-04T21:55:13.116348Z,f8cbcbc5-772d-47e9-b6d4-5a1bc34b2de6,Maize,0.817,Recommended Maize for Nakuru due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
fc5bddc3-e7a4-4c0b-b765-9cb7f9ef3caa,2db411b9-8b9b-47f8-8e17-bffa3a708e6e,Siaya,2025-11-16T21:55:13.117238Z,c49f0f44-5b24-4e02-965d-9bd810e16024,Finger Millet,0.638,Recommended Finger Millet for Siaya due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c171b911-ce56-4b7b-9a46-c2f7c4285557,4dfcd0a1-5b67-40b1-a1ec-9aa4359e9fce,Kwale,2025-11-21T21:55:13.118121Z,dec85530-3ed3-410a-9265-6ec13a2f82b5,Beans,0.952,Recommended Beans for Kwale due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
e5dbfac8-564e-4ce0-8927-5ee96da15a84,c5e9c801-fc73-4b3b-9f3e-85abd554e0f3,Mbeere,2025-11-15T21:55:13.119021Z,3ce6b8e3-41a0-438d-9fba-ae0a6b2678f2,Rice,0.839,Recommended Rice for Mbeere due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
a733820f-3e0f-451d-b015-3673e4ce13fb,3ed17d63-c193-4c4e-b56e-5eb9a8f7cc08,Isiolo,2025-11-09T21:55:13.119899Z,b14eadf0-5f9e-44b7-ac6e-749db03fb610,Finger Millet,0.649,Recommended Finger Millet for Isiolo due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
6203f30e-2d77-4796-9a7c-c3bf2b90d292,ddde9b6e-ad43-4702-8d8a-2b9616c62415,Uasin Gishu,2025-11-18T21:55:13.120799Z,b852df0d-80d6-4dd3-ac5b-795c283cbf97,Beans,0.811,Recommended Beans for Uasin Gishu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
d08c6a46-883d-4d0f-9e95-e2ef478f17a1,e8fb06d7-f3de-41cd-af68-bee2ab84368f,Nyamira,2025-11-12T21:55:13.121684Z,37f96303-302d-4541-ad74-63c41b5a2769,Maize,0.986,Recommended Maize for Nyamira due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
f5ff2480-0b22-4ed0-8a01-a1a8dd113743,e9d0ad22-6698-4b5e-8bd2-66c2dd5d552a,Busia,2025-10-31T21:55:13.122579Z,66043aea-9e99-4e52-92ed-028ee0c6544a,Rice,0.925,Recommended Rice for Busia due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
9734229d-23db-4e8d-8197-0bc0b688b64a,e78bf713-e2ce-4dac-8d80-3d65654013e6,Tharaka Nithi,2025-11-27T21:55:13.123465Z,705c930d-d612-46ae-aa6c-187f0dfe7b2b,Finger Millet,0.837,Recommended Finger Millet for Tharaka Nithi due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
60824065-5c50-4e35-8b74-1e7697cea5d9,b0ffe526-28fa-418d-93f7-0c169e973fc0,Nyandarua,2025-11-23T21:55:13.124391Z,41b9128e-474b-4f83-b141-5e73d390306c,Beans,0.983,Recommended Beans for Nyandarua due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
5d3306cb-7b6e-43d3-bb30-cbef1492ed62,741c8a21-538d-488e-b91d-efbb8b486c6f,Murang'a,2025-11-27T21:55:13.125285Z,986778f8-da3b-4519-bc43-a3b690a4a63d,Cassava,0.889,Recommended Cassava for Murang'a due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
6524718c-3ac7-47d0-ace2-635afcd3f109,6d490c9d-1403-4ee5-9547-87b4f8c1dc16,Nyeri,2025-11-21T21:55:13.126170Z,dec85530-3ed3-410a-9265-6ec13a2f82b5,Beans,0.88,Recommended Beans for Nyeri due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
00d1c76c-342b-492c-becd-f72d6911c6aa,99b2ec58-ce44-418b-98fd-9891a726ab1e,Wajir,2025-11-04T21:55:13.127236Z,be4ff7a9-d4a2-4d05-85af-dc0b6e9c77ce,Beans,0.818,Recommended Beans for Wajir due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
db347f42-0ae7-4063-9644-43c407e634fc,73cf06f9-0ac7-4383-8079-2a0257452a97,Nyeri,2025-11-13T21:55:13.128871Z,37f96303-302d-4541-ad74-63c41b5a2769,Maize,0.838,Recommended Maize for Nyeri due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
e536bd52-506c-429e-aedb-7530ab60b07d,2276dde0-ec81-4188-acff-ed573d64f23b,Garissa,2025-11-03T21:55:13.130288Z,8c1f86f2-db0f-4ecd-901f-6926a72b364a,Beans,0.788,Recommended Beans for Garissa due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
cee007cb-ba52-4d4c-a1f4-81d41b97cdd0,b30aadfe-2c9e-46aa-9619-26d42ba36347,Kakamega,2025-11-27T21:55:13.131297Z,9635c2ab-704b-4d30-8bbe-57b3f1602c85,Rice,0.645,Recommended Rice for Kakamega due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
284bf272-cc1d-4c77-88bd-a049905d0d18,2a7d9448-9fbe-4a49-aa01-8405d674bddd,Busia,2025-11-25T21:55:13.132214Z,e61ffe53-a8eb-4a69-939f-399714ca64dc,Finger Millet,0.955,Recommended Finger Millet for Busia due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c26ca9b5-2207-4878-b4c1-cb81628f8bb8,1efa4e57-eb1a-43be-8dd7-45e13368a460,Kericho,2025-11-21T21:55:13.133113Z,b1b3c450-8dcc-4366-badd-87979d4dbf7b,Millet,0.629,Recommended Millet for Kericho due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c73522b7-8b7b-4ab9-8783-5e7388ac3e19,bc9ca2fd-5191-409d-bc22-2b54443198fb,Nakuru,2025-11-08T21:55:13.133995Z,8775e5b7-159a-4859-a3b8-5c35fb05dcf7,Beans,0.705,Recommended Beans for Nakuru due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
a94ef2e7-2ca2-4b05-b621-902cb777ecee,e3772e75-ec74-4681-bdce-86d1e563213c,Trans Nzoia,2025-11-17T21:55:13.134893Z,00b71fa2-fa39-4985-b39b-cc14fb79840d,Rice,0.746,Recommended Rice for Trans Nzoia due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c87a5048-71fd-4118-a902-a321e4ca4258,4342ad98-51dd-4232-8c16-a1068d75b819,Nyeri,2025-11-03T21:55:13.135773Z,9ab2361f-263b-42f7-87cb-67d1668e23f4,Arrowroot,0.761,Recommended Arrowroot for Nyeri due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
a320ee14-357c-47f7-b18f-41c9e4a86221,4e3ced13-2cc4-4b97-8b23-ff44a45c3433,Wajir,2025-11-04T21:55:13.136670Z,4ad6723d-a62b-429f-a32f-ae8b9ccc16a7,Arrowroot,0.613,Recommended Arrowroot for Wajir due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
5b292390-2a3b-4df4-ade5-f0104f69666d,987aa4cf-349d-4546-9abc-4fc3dc23f94f,Meru,2025-10-30T21:55:13.137553Z,95e278bf-c2a5-45ac-8314-27e3c969f8be,Finger Millet,0.875,Recommended Finger Millet for Meru due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
be6beb3e-33c4-4b82-9153-8c73d1d4f9e3,59608fe0-dd12-458a-85f0-7deccc186a60,Busia,2025-10-29T21:55:13.138448Z,b377eb42-c28b-4bba-94df-b3bd0b0a8844,Beans,0.678,Recommended Beans for Busia due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
a8d07f61-ebea-4bcc-8f1c-9e2118a8f4ba,0f175beb-26f0-4fa5-88f7-214e999c5210,Kwale,2025-11-03T21:55:13.139331Z,2bd1d80b-b277-484a-9d1a-672ca7e8048c,Finger Millet,0.646,Recommended Finger Millet for Kwale due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
77d0c696-fd7d-4847-849d-b616b6e3ec6c,1166afab-6d8f-40ef-9648-a50a22af9f91,Kwale,2025-11-19T21:55:13.140212Z,9edc38ed-8c6d-401c-900a-3ceeb00c2952,Rice,0.987,Recommended Rice for Kwale due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
b25bcbe8-0faa-4e83-91cf-6e347850b0f0,7f47e809-b99a-4741-92ec-254d0cd4f09a,Homa Bay,2025-11-08T21:55:13.141108Z,3ce6b8e3-41a0-438d-9fba-ae0a6b2678f2,Rice,1.0,Recommended Rice for Homa Bay due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
