forecast_id,parcel_id,county,forecast_timestamp_utc,target_window_start_utc,target_window_end_utc,flood_risk_score,risk_class,top_features,model_version,source
978ce8fe-815f-4af4-8cef-987181eb9707,d0b93fc9-fa67-48f7-9952-6d5d57c98890,Narok,2025-11-03T22:21:01.157773Z,2025-11-06T22:21:01.157773Z,2025-11-17T22:21:01.157773Z,0.235,Low,"{""rainfall_intensity"": 0.6, ""river_level"": 0.46, ""soil_moisture"": 0.55, ""land_slope"": 0.77, ""historical_flood_frequency"": 0.04}",1.0.0,flood_risk_model_v1
8c47c165-098c-4f9a-953a-f8a29dcea79f,f453ed27-ad66-4886-96b6-cbe4f07ba42c,Machakos,2025-11-24T22:21:01.158153Z,2025-11-28T22:21:01.158153Z,2025-12-05T22:21:01.158153Z,0.208,Low,"{""rainfall_intensity"": 0.87, ""river_level"": 0.44, ""soil_moisture"": 0.8, ""land_slope"": 0.25, ""historical_flood_frequency"": 0.33}",1.0.0,flood_risk_model_v1
6c4aad63-f0fd-49c1-9dd8-44e10cd1fbde,4beeb4e9-df26-4eb1-8fc6-427de508d332,Bomet,2025-11-03T22:21:01.158526Z,2025-11-05T22:21:01.158526Z,2025-11-15T22:21:01.158526Z,0.206,Low,"{""rainfall_intensity"": 0.71, ""river_level"": 0.44, ""soil_moisture"": 0.86, ""land_slope"": 0.37, ""historical_flood_frequency"": 0.3}",1.0.0,flood_risk_model_v1
a0f2adb8-28a0-4430-a88e-1e332ddb988e,2356a339-21a6-45ad-904c-1370e777c5fc,Vihiga,2025-11-17T22:21:01.158895Z,2025-11-21T22:21:01.158895Z,2025-11-30T22:21:01.158895Z,0.179,Low,"{""rainfall_intensity"": 0.69, ""river_level"": 0.95, ""soil_moisture"": 0.58, ""land_slope"": 0.39, ""historical_flood_frequency"": 0.45}",1.0.0,flood_risk_model_v1
de046d32-b1ba-43a6-a483-c631092769d8,a5aa9bf3-3576-4b18-b69c-2889c8ece169,West Pokot,2025-11-16T22:21:01.159265Z,2025-11-21T22:21:01.159265Z,2025-12-04T22:21:01.159265Z,0.461,Medium,"{""rainfall_intensity"": 0.96, ""river_level"": 0.87, ""soil_moisture"": 0.85, ""land_slope"": 0.29, ""historical_flood_frequency"": 0.72}",1.0.0,flood_risk_model_v1
9c0b3709-b0bc-4c41-a0a0-6ed579382897,09d94946-fc2e-4e5c-81f7-e8c87449c434,Machakos,2025-11-15T22:21:01.159633Z,2025-11-17T22:21:01.159633Z,2025-12-08T22:21:01.159633Z,0.491,Medium,"{""rainfall_intensity"": 0.54, ""river_level"": 0.95, ""soil_moisture"": 0.54, ""land_slope"": 0.15, ""historical_flood_frequency"": 0.73}",1.0.0,flood_risk_model_v1
4dbd9c68-ad6b-4d53-a6ec-7f584d388116,9c2f0206-a9df-4e1e-9997-4a3e04610275,Nyeri,2025-11-19T22:21:01.160000Z,2025-11-23T22:21:01.160000Z,2025-12-15T22:21:01.160000Z,0.465,Medium,"{""rainfall_intensity"": 0.85, ""river_level"": 0.47, ""soil_moisture"": 0.69, ""land_slope"": 0.65, ""historical_flood_frequency"": 0.12}",1.0.0,flood_risk_model_v1
7378af77-117e-4348-8241-dad0ed580d2f,29e15d33-a183-4fa4-a153-b3dbbb468a39,Kericho,2025-11-22T22:21:01.160384Z,2025-11-27T22:21:01.160384Z,2025-12-12T22:21:01.160384Z,0.259,Low,"{""rainfall_intensity"": 0.72, ""river_level"": 0.67, ""soil_moisture"": 0.37, ""land_slope"": 0.2, ""historical_flood_frequency"": 1.0}",1.0.0,flood_risk_model_v1
78d08755-3e58-4ac0-ac4a-7e7328340b1e,bed5e36d-8939-40d6-b421-3e6dcb6d8175,Trans Nzoia,2025-11-20T22:21:01.160760Z,2025-11-26T22:21:01.160760Z,2025-12-22T22:21:01.160760Z,0.395,Low,"{""rainfall_intensity"": 0.76, ""river_level"": 0.5, ""soil_moisture"": 0.65, ""land_slope"": 0.58, ""historical_flood_frequency"": 0.73}",1.0.0,flood_risk_model_v1
d4f19ad6-b2bf-4e72-9b73-d488b6716099,2ddf6050-0a0e-4f40-b30d-4277747d130b,West Pokot,2025-11-24T22:21:01.161129Z,2025-11-29T22:21:01.161129Z,2025-12-19T22:21:01.161129Z,0.007,Low,"{""rainfall_intensity"": 0.84, ""river_level"": 0.81, ""soil_moisture"": 0.36, ""land_slope"": 0.11, ""historical_flood_frequency"": 0.89}",1.0.0,flood_risk_model_v1
ec7b8075-575d-4322-a298-701d58c93913,7e4785ed-f23b-493d-a84c-cd5803316ee4,Turkana,2025-11-11T22:21:01.161497Z,2025-11-16T22:21:01.161497Z,2025-12-09T22:21:01.161497Z,0.404,Medium,"{""rainfall_intensity"": 0.83, ""river_level"": 0.58, ""soil_moisture"": 0.43, ""land_slope"": 0.26, ""historical_flood_frequency"": 0.21}",1.0.0,flood_risk_model_v1
a4bb5e55-5c9f-4fc4-890d-85be7a79f7aa,3b82f20a-3857-476e-87fe-2438fe174159,Elgeyo Marakwet,2025-11-25T22:21:01.161871Z,2025-11-28T22:21:01.161871Z,2025-12-23T22:21:01.161871Z,0.045,Low,"{""rainfall_intensity"": 0.83, ""river_level"": 0.33, ""soil_moisture"": 0.38, ""land_slope"": 0.44, ""historical_flood_frequency"": 0.74}",1.0.0,flood_risk_model_v1
25ebadbd-3019-4413-8e1d-6a855405d356,b3aec92d-2ad1-4921-80df-8afa47f93fd3,Makueni,2025-11-13T22:21:01.162253Z,2025-11-14T22:21:01.162253Z,2025-12-05T22:21:01.162253Z,0.295,Low,"{""rainfall_intensity"": 0.5, ""river_level"": 0.86, ""soil_moisture"": 0.43, ""land_slope"": 0.11, ""historical_flood_frequency"": 0.76}",1.0.0,flood_risk_model_v1
3fcb829f-eddd-49ec-ae1b-5a6330478afe,059b5e95-26b5-4fbc-91a9-482f8f99489a,Kisii,2025-11-21T22:21:01.162626Z,2025-11-26T22:21:01.162626Z,2025-12-05T22:21:01.162626Z,0.304,Low,"{""rainfall_intensity"": 0.58, ""river_level"": 0.97, ""soil_moisture"": 0.26, ""land_slope"": 0.52, ""historical_flood_frequency"": 0.95}",1.0.0,flood_risk_model_v1
61ba7c72-7da3-4c79-93aa-49fb70228826,2ddf6050-0a0e-4f40-b30d-4277747d130b,West Pokot,2025-11-27T22:21:01.162994Z,2025-12-03T22:21:01.162994Z,2025-12-12T22:21:01.162994Z,0.205,Low,"{""rainfall_intensity"": 0.97, ""river_level"": 0.97, ""soil_moisture"": 0.84, ""land_slope"": 0.58, ""historical_flood_frequency"": 0.81}",1.0.0,flood_risk_model_v1
1e1a04fc-e9b4-4b71-9c36-59fbec50c6c8,337bd245-f3a2-41bf-98de-b4bc61bf8de9,Migori,2025-11-25T22:21:01.163368Z,2025-11-28T22:21:01.163368Z,2025-12-21T22:21:01.163368Z,0.543,Medium,"{""rainfall_intensity"": 0.64, ""river_level"": 0.55, ""soil_moisture"": 0.38, ""land_slope"": 0.35, ""historical_flood_frequency"": 0.58}",1.0.0,flood_risk_model_v1
2c6d2082-696e-4dfd-878a-46baac6c8261,ff6270ba-60d2-4346-95ba-ce335c31d776,Garissa,2025-11-23T22:21:01.163735Z,2025-11-30T22:21:01.163735Z,2025-12-08T22:21:01.163735Z,0.643,Medium,"{""rainfall_intensity"": 0.86, ""river_level"": 0.46, ""soil_moisture"": 0.64, ""land_slope"": 0.41, ""historical_flood_frequency"": 0.17}",1.0.0,flood_risk_model_v1
0ffd757d-7885-4540-b099-bd56028a12ee,d68854ff-5d62-477b-9a8d-e0fbd70cf14d,Kericho,2025-11-21T22:21:01.164113Z,2025-11-27T22:21:01.164113Z,2025-12-21T22:21:01.164113Z,0.316,Low,"{""rainfall_intensity"": 0.55, ""river_level"": 0.84, ""soil_moisture"": 0.34, ""land_slope"": 0.3, ""historical_flood_frequency"": 0.93}",1.0.0,flood_risk_model_v1
2dc34c30-6020-435b-bc74-c579646be8c3,c4876811-c694-47e9-b0b2-abb2ed9b411e,Garissa,2025-11-10T22:21:01.164481Z,2025-11-13T22:21:01.164481Z,2025-11-26T22:21:01.164481Z,0.91,High,"{""rainfall_intensity"": 0.95, ""river_level"": 0.77, ""soil_moisture"": 0.48, ""land_slope"": 0.62, ""historical_flood_frequency"": 0.01}",1.0.0,flood_risk_model_v1
8eaee0ef-a4b8-42fa-a451-7f0a3fc54a5b,19ef6ae2-c87b-4c90-918c-e8558909a600,Kakamega,2025-11-21T22:21:01.164848Z,2025-11-24T22:21:01.164848Z,2025-12-12T22:21:01.164848Z,0.1,Low,"{""rainfall_intensity"": 0.86, ""river_level"": 0.3, ""soil_moisture"": 0.41, ""land_slope"": 0.27, ""historical_flood_frequency"": 0.15}",1.0.0,flood_risk_model_v1
f0902fee-5310-45c2-82bc-3a351fc56b81,b41213e6-22c5-464a-9b1d-32f9ceb68362,Wajir,2025-11-17T22:21:01.165215Z,2025-11-19T22:21:01.165215Z,2025-12-19T22:21:01.165215Z,0.2,Low,"{""rainfall_intensity"": 0.96, ""river_level"": 0.36, ""soil_moisture"": 0.39, ""land_slope"": 0.66, ""historical_flood_frequency"": 0.73}",1.0.0,flood_risk_model_v1
b2d5d29d-4609-44f2-b688-fe4e39ea6d15,80faa3c4-7228-401e-93fc-34a7ee3a4b83,Uasin Gishu,2025-11-11T22:21:01.165584Z,2025-11-12T22:21:01.165584Z,2025-12-06T22:21:01.165584Z,0.016,Low,"{""rainfall_intensity"": 0.58, ""river_level"": 0.7, ""soil_moisture"": 0.8, ""land_slope"": 0.35, ""historical_flood_frequency"": 0.65}",1.0.0,flood_risk_model_v1
25ab98cc-56c8-4b8f-9bf8-a331b91eb18a,805bcef5-9762-4c03-a443-96555b1dd6d7,Laikipia,2025-11-02T22:21:01.165949Z,2025-11-08T22:21:01.165949Z,2025-11-29T22:21:01.165949Z,0.262,Low,"{""rainfall_intensity"": 0.85, ""river_level"": 0.72, ""soil_moisture"": 0.76, ""land_slope"": 0.37, ""historical_flood_frequency"": 0.34}",1.0.0,flood_risk_model_v1
134c6db5-5436-48d5-b5f0-089b2a340d78,b15cf1a3-723e-4cab-b2a0-583755cbbadd,Mombasa,2025-10-28T22:21:01.166358Z,2025-10-29T22:21:01.166358Z,2025-11-20T22:21:01.166358Z,0.68,Medium,"{""rainfall_intensity"": 0.77, ""river_level"": 0.89, ""soil_moisture"": 0.45, ""land_slope"": 0.79, ""historical_flood_frequency"": 0.69}",1.0.0,flood_risk_model_v1
0e9a558d-1f83-441b-aab6-e2880cecfffd,c65863de-e90f-4c0f-8ec7-50db6a0a5ac0,Homa Bay,2025-11-01T22:21:01.166725Z,2025-11-06T22:21:01.166725Z,2025-11-17T22:21:01.166725Z,0.66,Medium,"{""rainfall_intensity"": 0.73, ""river_level"": 0.34, ""soil_moisture"": 0.83, ""land_slope"": 0.29, ""historical_flood_frequency"": 0.59}",1.0.0,flood_risk_model_v1
8677f27e-3de1-4056-a5bc-f8520ceeee97,cde23d78-baa2-4bb9-935e-cd9df78d7e28,Narok,2025-11-03T22:21:01.167094Z,2025-11-05T22:21:01.167094Z,2025-11-22T22:21:01.167094Z,0.276,Low,"{""rainfall_intensity"": 0.52, ""river_level"": 0.54, ""soil_moisture"": 0.46, ""land_slope"": 0.34, ""historical_flood_frequency"": 0.25}",1.0.0,flood_risk_model_v1
1b8f30cc-f34b-40c0-b634-f4573b18f404,3e3bb89b-99e7-447b-97a1-fe51f2c18006,Kajiado,2025-11-14T22:21:01.167464Z,2025-11-17T22:21:01.167464Z,2025-12-01T22:21:01.167464Z,0.303,Low,"{""rainfall_intensity"": 0.8, ""river_level"": 0.97, ""soil_moisture"": 0.55, ""land_slope"": 0.44, ""historical_flood_frequency"": 0.78}",1.0.0,flood_risk_model_v1
aa3344f4-e890-49c6-adfd-cc4d043fe4bf,d94f20d5-77bf-4432-932a-171c58f94de1,Embu,2025-11-27T22:21:01.167832Z,2025-11-30T22:21:01.167832Z,2025-12-17T22:21:01.167832Z,0.076,Low,"{""rainfall_intensity"": 0.9, ""river_level"": 0.97, ""soil_moisture"": 0.46, ""land_slope"": 0.33, ""historical_flood_frequency"": 0.87}",1.0.0,flood_risk_model_v1
d059510e-2a36-4aac-b038-0ed45f118f20,3585556d-39a7-48da-8b67-cae122c7ad7c,Baringo,2025-11-07T22:21:01.168212Z,2025-11-14T22:21:01.168212Z,2025-11-23T22:21:01.168212Z,0.777,High,"{""rainfall_intensity"": 0.83, ""river_level"": 0.67, ""soil_moisture"": 0.65, ""land_slope"": 0.55, ""historical_flood_frequency"": 0.01}",1.0.0,flood_risk_model_v1
cd873ca0-89a7-41eb-8512-188392b347c8,dab102a8-db17-4b44-aa7e-2bd2a9225cb5,Isiolo,2025-11-11T22:21:01.168581Z,2025-11-14T22:21:01.168581Z,2025-11-25T22:21:01.168581Z,0.938,High,"{""rainfall_intensity"": 0.66, ""river_level"": 0.5, ""soil_moisture"": 0.25, ""land_slope"": 0.53, ""historical_flood_frequency"": 0.22}",1.0.0,flood_risk_model_v1
a8a81c26-cb22-45cd-ace1-7b319c75c904,faf036c5-bc4b-4b76-ad58-0344b883c569,Machakos,2025-11-12T22:21:01.168947Z,2025-11-19T22:21:01.168947Z,2025-12-15T22:21:01.168947Z,0.628,Medium,"{""rainfall_intensity"": 0.66, ""river_level"": 0.94, ""soil_moisture"": 0.8, ""land_slope"": 0.23, ""historical_flood_frequency"": 0.75}",1.0.0,flood_risk_model_v1
88227857-3725-41e7-a7c9-a18e38589ea6,90651b74-b5d3-4632-a87d-a95508b39341,Kwale,2025-11-04T22:21:01.169363Z,2025-11-11T22:21:01.169363Z,2025-11-18T22:21:01.169363Z,0.197,Low,"{""rainfall_intensity"": 0.72, ""river_level"": 0.75, ""soil_moisture"": 0.63, ""land_slope"": 0.58, ""historical_flood_frequency"": 0.52}",1.0.0,flood_risk_model_v1
8c9e8bca-05ff-4de1-8bf6-568a0160c7c9,2c57940e-4f38-4d49-8162-b995ad90fe8a,Machakos,2025-11-19T22:21:01.170343Z,2025-11-26T22:21:01.170343Z,2025-12-04T22:21:01.170343Z,0.706,High,"{""rainfall_intensity"": 0.79, ""river_level"": 0.87, ""soil_moisture"": 0.3, ""land_slope"": 0.58, ""historical_flood_frequency"": 0.2}",1.0.0,flood_risk_model_v1
09d91fe5-4893-4eb7-818e-1ca1399e19eb,d68854ff-5d62-477b-9a8d-e0fbd70cf14d,Kericho,2025-11-08T22:21:01.171063Z,2025-11-12T22:21:01.171063Z,2025-12-03T22:21:01.171063Z,0.061,Low,"{""rainfall_intensity"": 0.6, ""river_level"": 0.96, ""soil_moisture"": 0.58, ""land_slope"": 0.76, ""historical_flood_frequency"": 0.19}",1.0.0,flood_risk_model_v1
1e51af6e-7f08-4e68-ab9a-2a21d652ef6f,1792e680-8f06-4b1d-bc90-98e82619e6dc,Tharaka Nithi,2025-11-05T22:21:01.171969Z,2025-11-08T22:21:01.171969Z,2025-11-24T22:21:01.171969Z,0.246,Low,"{""rainfall_intensity"": 0.67, ""river_level"": 0.81, ""soil_moisture"": 0.86, ""land_slope"": 0.22, ""historical_flood_frequency"": 0.97}",1.0.0,flood_risk_model_v1
b7bd9fd9-7077-4759-bd2e-8407b5a18565,542ce4c4-0ce4-43cd-8a88-f170a4160587,Tharaka Nithi,2025-11-22T22:21:01.172963Z,2025-11-29T22:21:01.172963Z,2025-12-14T22:21:01.172963Z,0.223,Low,"{""rainfall_intensity"": 0.84, ""river_level"": 0.44, ""soil_moisture"": 0.27, ""land_slope"": 0.28, ""historical_flood_frequency"": 0.61}",1.0.0,flood_risk_model_v1
4cdefba6-1100-4ed3-93d2-7d4be9b0e378,5bffcdfd-40b9-45e3-b605-723632ac3c87,Kajiado,2025-10-31T22:21:01.173521Z,2025-11-07T22:21:01.173521Z,2025-12-04T22:21:01.173521Z,0.556,Medium,"{""rainfall_intensity"": 0.63, ""river_level"": 0.43, ""soil_moisture"": 0.44, ""land_slope"": 0.43, ""historical_flood_frequency"": 0.58}",1.0.0,flood_risk_model_v1
b146debc-8923-4fbf-b1dc-e65f59da58bf,20225b61-1fc1-41e1-b10f-3aeafb80840e,Murang'a,2025-11-05T22:21:01.174004Z,2025-11-08T22:21:01.174004Z,2025-11-17T22:21:01.174004Z,0.451,Medium,"{""rainfall_intensity"": 0.79, ""river_level"": 0.92, ""soil_moisture"": 0.29, ""land_slope"": 0.26, ""historical_flood_frequency"": 0.51}",1.0.0,flood_risk_model_v1
19e6698e-2a00-4d3a-b828-a166246abf1e,f3d5201f-e4d2-49ff-9065-6f903bebe4b6,Trans Nzoia,2025-10-28T22:21:01.174398Z,2025-10-29T22:21:01.174398Z,2025-11-09T22:21:01.174398Z,0.173,Low,"{""rainfall_intensity"": 0.9, ""river_level"": 0.77, ""soil_moisture"": 0.84, ""land_slope"": 0.16, ""historical_flood_frequency"": 0.23}",1.0.0,flood_risk_model_v1
5cf53d70-e65d-445c-b1fa-0999718658d3,43a772e0-7856-4eb4-8821-e18b826957ab,Nandi,2025-11-15T22:21:01.174783Z,2025-11-19T22:21:01.174783Z,2025-12-03T22:21:01.174783Z,0.136,Low,"{""rainfall_intensity"": 0.54, ""river_level"": 0.98, ""soil_moisture"": 0.37, ""land_slope"": 0.67, ""historical_flood_frequency"": 0.49}",1.0.0,flood_risk_model_v1
0ca5ee5c-b814-4fec-8139-ab0228e5a82b,9dbf91ff-00c0-483e-8aa0-9df811b6c5e2,Makueni,2025-11-16T22:21:01.175176Z,2025-11-23T22:21:01.175176Z,2025-12-14T22:21:01.175176Z,0.467,Medium,"{""rainfall_intensity"": 0.63, ""river_level"": 0.81, ""soil_moisture"": 0.83, ""land_slope"": 0.21, ""historical_flood_frequency"": 0.14}",1.0.0,flood_risk_model_v1
5b07264d-de85-4c2d-b204-8be18b1e98e1,ee682752-c3a8-4dfb-b7f8-d6ffeda142cd,Kisumu,2025-11-23T22:21:01.175554Z,2025-11-24T22:21:01.175554Z,2025-12-04T22:21:01.175554Z,0.919,High,"{""rainfall_intensity"": 0.97, ""river_level"": 0.88, ""soil_moisture"": 0.78, ""land_slope"": 0.55, ""historical_flood_frequency"": 0.32}",1.0.0,flood_risk_model_v1
1612c12e-729c-411a-a42f-b7727159f35b,876249af-5ea7-45d9-a6d8-1a7ae7f2c43d,Kakamega,2025-11-21T22:21:01.175939Z,2025-11-27T22:21:01.175939Z,2025-12-22T22:21:01.175939Z,0.432,Medium,"{""rainfall_intensity"": 0.61, ""river_level"": 0.71, ""soil_moisture"": 0.63, ""land_slope"": 0.22, ""historical_flood_frequency"": 0.7}",1.0.0,flood_risk_model_v1
bf1115f2-a3f9-47be-9590-b2101509bd14,8d4d9486-9c21-4c5a-a4a4-a8cdde1105e7,Taita Taveta,2025-11-24T22:21:01.176317Z,2025-11-27T22:21:01.176317Z,2025-12-22T22:21:01.176317Z,0.194,Low,"{""rainfall_intensity"": 0.98, ""river_level"": 0.48, ""soil_moisture"": 0.5, ""land_slope"": 0.42, ""historical_flood_frequency"": 0.4}",1.0.0,flood_risk_model_v1
09aeaad6-415c-46ea-8194-e4e821a3cd11,ee023bf6-0314-49c7-b1e8-a6ea3d761f0b,Narok,2025-11-09T22:21:01.176694Z,2025-11-15T22:21:01.176694Z,2025-11-29T22:21:01.176694Z,0.132,Low,"{""rainfall_intensity"": 0.97, ""river_level"": 0.88, ""soil_moisture"": 0.55, ""land_slope"": 0.43, ""historical_flood_frequency"": 0.6}",1.0.0,flood_risk_model_v1
e48131fc-a4ca-48f3-b97d-ca310c1d9024,db7c020a-1591-4b50-95bb-513134e5c293,Isiolo,2025-11-20T22:21:01.177074Z,2025-11-24T22:21:01.177074Z,2025-12-20T22:21:01.177074Z,0.774,High,"{""rainfall_intensity"": 0.67, ""river_level"": 0.8, ""soil_moisture"": 0.87, ""land_slope"": 0.47, ""historical_flood_frequency"": 0.3}",1.0.0,flood_risk_model_v1
6696cec0-5920-4cba-81aa-4db403dd994c,a9339f20-9fb0-4a0c-82fc-6d9e457f82ee,Nyandarua,2025-11-21T22:21:01.177466Z,2025-11-22T22:21:01.177466Z,2025-12-14T22:21:01.177466Z,0.34,Low,"{""rainfall_intensity"": 0.86, ""river_level"": 0.59, ""soil_moisture"": 0.75, ""land_slope"": 0.55, ""historical_flood_frequency"": 0.25}",1.0.0,flood_risk_model_v1
7a2d5b97-db73-4b28-a18b-c560e3c92ed5,ee112e6e-8e62-425d-9b0f-d5ddd0480983,Garissa,2025-11-03T22:21:01.177841Z,2025-11-05T22:21:01.177841Z,2025-11-19T22:21:01.177841Z,0.623,Medium,"{""rainfall_intensity"": 0.96, ""river_level"": 0.81, ""soil_moisture"": 0.31, ""land_slope"": 0.51, ""historical_flood_frequency"": 0.24}",1.0.0,flood_risk_model_v1
81547eca-79e8-430d-8b69-1338f0987ed0,d26bca0b-073d-490d-9284-3a6f717dab16,Laikipia,2025-11-05T22:21:01.178213Z,2025-11-06T22:21:01.178213Z,2025-11-29T22:21:01.178213Z,0.099,Low,"{""rainfall_intensity"": 0.54, ""river_level"": 1.0, ""soil_moisture"": 0.28, ""land_slope"": 0.18, ""historical_flood_frequency"": 0.31}",1.0.0,flood_risk_model_v1
